"","Form","Date","RM","SHORE","SF","DTSF","DTSF2","COND","TEMP","TDS","SALINITY","DO.","DO","Effort","CATCH","CPUE","YEAR","MON","pa","AREA_2","S_Tide","P_Tide","Experimental_Net_ID","Experimental_Net","PRESENCE","Rkm","SFkm","logCATCH","logSAL","Tide"
"315",201317035,"4/3/2013 0:00",40,1,59,-30.57746,0.171436259166174,1513,5.3,1579.5,1.25,104.8,13.19,1.31022,2,0.15264612,"2013","4",1,NA,2,2,"","0",1,64.3736,94.95106,2,0.22314355131421,2
"316",201317038,"4/4/2013 0:00",36,3,57,-33.79614,0.144270234876541,3467,5.5,3588,2.97,115,14.29,1.13777,2,0.175782452,"2013","4",1,NA,2,2,"","0",1,57.93624,91.73238,2,1.08856195281461,2
"317",201317039,"4/4/2013 0:00",35,3,57,-35.40548,0.130687222731724,3507,5.5,3620,3,113.8,14.08,1.14311,0,0,"2013","4",0,NA,2,2,"","0",0,56.3269,91.73238,0,1.09861228866811,2
"318",201317041,"4/4/2013 0:00",36,3,57,-33.79614,0.144270234876541,2534,5.4,2931,2.4,113.3,14.2,1.152,1,0.086805556,"2013","4",1,NA,2,4,"","0",1,57.93624,91.73238,1,0.8754687373539,2
"322",201317048,"4/9/2013 0:00",40,3,54,-22.53076,0.239351319890258,1441,7.7,1397.5,1.1,110.5,12.84,1.15555,5,0.432694388,"2013","4",1,NA,4,4,"","0",1,64.3736,86.90436,5,0.0953101798043249,1
"323",201317049,"4/9/2013 0:00",38,1,54,-25.74944,0.212185295600625,1089,7.9,1053,0.82,112.6,13.3,1.18577,0,0,"2013","4",0,NA,4,2,"","0",0,61.15492,86.90436,0,-0.198450938723838,1
"324",201317052,"4/10/2013 0:00",39,3,52,-20.92142,0.252934332035075,1004,8.2,968.5,0.76,107.7,12.6,1.33511,2,0.149800391,"2013","4",1,NA,4,3,"","0",1,62.76426,83.68568,2,-0.27443684570176,1
"325",201317053,"4/10/2013 0:00",40,1,52,-19.31208,0.266517344179892,678,7.7,695,0.54,107.3,12.69,1.32977,2,0.150401949,"2013","4",1,NA,4,1,"","0",1,64.3736,83.68568,2,-0.616186139423817,1
"326",201317055,"4/10/2013 0:00",39,3,52,-20.92142,0.252934332035075,1810,8.8,1696,1.35,97.4,11.26,1.15911,0,0,"2013","4",0,NA,4,2,"","0",0,62.76426,83.68568,0,0.300104592450338,1
"327",201317057,"4/11/2013 0:00",40,3,52,-19.31208,0.266517344179892,541,7.9,526.5,0.4,95,11.27,1.22311,0,0,"2013","4",0,NA,4,4,"","0",0,64.3736,83.68568,0,-0.916290731874155,1
"328",201317058,"4/11/2013 0:00",39,3,52,-20.92142,0.252934332035075,387.8,7.5,378.95,0.28,96.4,11.57,1.29066,1,0.077479739,"2013","4",1,NA,4,4,"","0",1,62.76426,83.68568,1,-1.27296567581289,1
"329",201317060,"4/11/2013 0:00",37,3,52,-24.1401,0.225768307745441,1914,9.1,1787.5,1.43,85.7,9.81,1.14311,2,0.17496129,"2013","4",1,NA,1,2,"","0",1,59.54558,83.68568,2,0.357674444271816,2
"330",201317061,"4/15/2013 0:00",40,3,35,8.04669999999999,0.497428550641778,203.9,7.4,200.2,0.15,103.7,12.46,1.11288,0,0,"2013","4",0,NA,2,3,"","0",0,64.3736,56.3269,0,-1.89711998488588,2
"331",201317063,"4/15/2013 0:00",38,1,35,4.82802,0.470262526352144,211.2,7.5,206,0.15,96,11.53,1.50577,1,0.066411205,"2013","4",1,NA,2,4,"","0",1,61.15492,56.3269,1,-1.89711998488588,2
"332",201317064,"4/15/2013 0:00",38,1,35,4.82802,0.470262526352144,206.3,7.4,201.5,0.15,95.6,11.55,1.11288,0,0,"2013","4",0,NA,4,4,"","0",0,61.15492,56.3269,0,-1.89711998488588,1
"333",201317067,"4/16/2013 0:00",36,1,35,1.60934,0.44309650206251,211,8,202.8,0.15,96.8,11.6,1.152,1,0.086805556,"2013","4",1,NA,2,4,"","0",1,57.93624,56.3269,1,-1.89711998488588,2
"334",201317068,"4/16/2013 0:00",36,3,35,1.60934,0.44309650206251,211.3,8.3,202.15,0.15,91.3,10.68,1.11644,0,0,"2013","4",0,NA,2,4,"","0",0,57.93624,56.3269,0,-1.89711998488588,2
"335",201317070,"4/16/2013 0:00",36,1,35,1.60934,0.44309650206251,214.1,8.7,202.15,0.15,89,10.31,1.168,0,0,"2013","4",0,NA,2,4,"","0",0,57.93624,56.3269,0,-1.89711998488588,2
"336",201317071,"4/17/2013 0:00",37,1,36,1.60934,0.443096502062511,226.8,8.8,213.2,0.16,NA,NA,1.22133,0,0,"2013","4",0,NA,2,2,"","0",0,59.54558,57.93624,0,-1.83258146374831,2
"337",201317073,"4/17/2013 0:00",37,1,36,1.60934,0.443096502062511,214.5,8.9,200.85,0.15,101.1,11.68,0.08711,0,0,"2013","4",0,NA,2,2,"","0",0,59.54558,57.93624,0,-1.89711998488588,2
"338",201317075,"4/17/2013 0:00",37,3,36,1.60934,0.443096502062511,211.1,8.5,200.2,0.15,97.2,11.36,1.056,6,0.568181818,"2013","4",1,NA,2,3,"","0",1,59.54558,57.93624,6,-1.89711998488588,2
"339",201317077,"4/18/2013 0:00",37,3,38,-1.60934,0.415930477772877,2315,8.9,2184,1.78,113.9,13.02,1.11111,1,0.09000009,"2013","4",1,NA,2,2,"","0",1,59.54558,61.15492,1,0.576613364303994,2
"340",201317078,"4/18/2013 0:00",36,3,38,-3.21868,0.40234746562806,1354,9,1267.5,1,114.5,13.16,1.21955,2,0.163994916,"2013","4",1,NA,2,2,"","0",1,57.93624,61.15492,2,0,2
"341",201317080,"4/18/2013 0:00",38,1,38,0,0.429513489917694,215.7,9.3,200.2,0.15,106.5,12.24,1.08622,1,0.092062381,"2013","4",1,NA,2,2,"","0",1,61.15492,61.15492,1,-1.89711998488588,2
"342",201317081,"4/22/2013 0:00",36,3,44,-12.87472,0.320849392759159,3233,10.2,4679.4,3.92,108.4,12.01,1.25688,0,0,"2013","4",0,NA,2,2,"","0",0,57.93624,70.81096,0,1.36609165380237,2
"343",201317083,"4/22/2013 0:00",40,1,44,-6.43736,0.375181441338426,2165,10.3,1917.5,1.53,115,12.77,1.25155,0,0,"2013","4",0,NA,2,2,"","0",0,64.3736,70.81096,0,0.425267735404344,2
"344",201317085,"4/23/2013 0:00",36,3,44,-12.87472,0.320849392759159,11145,9.8,10224.5,9.2,107,11.46,1.11111,3,0.27000027,"2013","4",1,NA,2,2,"","0",1,57.93624,70.81096,3,2.21920348405499,2
"345",201317086,"4/23/2013 0:00",36,3,44,-12.87472,0.320849392759159,9383,9.9,9580,7.61,NA,NA,1.21777,1,0.082117313,"2013","4",1,NA,2,2,"","0",1,57.93624,70.81096,1,2.02946317187359,2
"346",201317088,"4/23/2013 0:00",35,3,44,-14.48406,0.307266380614342,6378,9.8,5837,5,NA,NA,1.28,2,0.15625,"2013","4",1,NA,2,2,"","0",1,56.3269,70.81096,2,1.6094379124341,2
"347",201317090,"4/24/2013 0:00",35,3,44,-14.48406,0.307266380614342,10710,10,9730.5,8.68,108.2,11.56,1.23911,2,0.161406171,"2013","4",1,NA,4,1,"","0",1,56.3269,70.81096,2,2.16102152867226,1
"348",201317091,"4/24/2013 0:00",35,1,44,-14.48406,0.307266380614342,6008,10.2,5434,4.58,113.5,12.38,1.33155,5,0.375502234,"2013","4",1,NA,4,3,"","0",1,56.3269,70.81096,5,1.52169899812609,1
"349",201317093,"4/24/2013 0:00",35,3,44,-14.48406,0.307266380614342,7170,10.2,6435.5,5.59,107.8,11.72,1.16444,1,0.08587819,"2013","4",1,NA,1,2,"","0",1,56.3269,70.81096,1,1.72097928716701,2
"350",201317095,"4/25/2013 0:00",39,1,44,-8.04669999999999,0.36159842919361,554,10.5,500.5,0.38,113.6,12.64,1.32977,11,0.827210721,"2013","4",1,NA,4,4,"","0",1,62.76426,70.81096,11,-0.967584026261706,1
"351",201317096,"4/25/2013 0:00",38,1,44,-9.65604,0.348015417048793,1222,10.8,1085.5,0.85,110.1,12.15,1.28533,1,0.077801032,"2013","4",1,NA,4,4,"","0",1,61.15492,70.81096,1,-0.162518929497775,1
"352",201317099,"4/26/2013 0:00",40,3,44,-6.43736,0.375181441338426,658,10.7,591.5,0.45,113.2,12.55,1.16977,14,1.196816468,"2013","4",1,NA,4,4,"","0",1,64.3736,70.81096,14,-0.798507696217772,1
"353",201317100,"4/26/2013 0:00",38,1,44,-9.65604,0.348015417048793,1351,11.1,1196,0.94,114.1,12.49,1.47199,2,0.135870488,"2013","4",1,NA,4,4,"","0",1,61.15492,70.81096,2,-0.0618754037180875,1
"354",201417002,"4/3/2014 0:00",35,3,24,17.70274,0.578926623510679,220.6,2.7,249.6,0.18,NA,NA,1.15377,0,0,"2014","4",0,NA,2,3,"","0",0,56.3269,38.62416,0,-1.71479842809193,2
"355",201417004,"4/3/2014 0:00",35,3,24,17.70274,0.578926623510679,220.8,2.8,248.95,0.18,NA,NA,1.15377,2,0.173344774,"2014","4",1,NA,3,4,"","0",1,56.3269,38.62416,2,-1.71479842809193,2
"356",201417005,"4/3/2014 0:00",35,3,24,17.70274,0.578926623510679,219.7,2.6,248.95,0.18,NA,NA,1.16266,1,0.086009667,"2014","4",1,NA,3,4,"","0",1,56.3269,38.62416,1,-1.71479842809193,2
"357",201417008,"4/4/2014 0:00",35,3,24,17.70274,0.578926623510679,226.8,3.3,252.2,0.19,NA,NA,1.19288,0,0,"2014","4",0,NA,2,3,"","0",0,56.3269,38.62416,0,-1.66073120682165,2
"358",201417009,"4/4/2014 0:00",35,1,24,17.70274,0.578926623510679,226.4,3.2,252.2,0.19,NA,NA,1.16266,3,0.258029002,"2014","4",1,NA,2,4,"","0",1,56.3269,38.62416,3,-1.66073120682165,2
"359",201417011,"4/4/2014 0:00",36,3,24,19.31208,0.592509635655495,231.2,3.8,252.85,0.19,NA,NA,1.16444,5,0.429390952,"2014","4",1,NA,3,4,"","0",1,57.93624,38.62416,5,-1.66073120682165,2
"360",201417012,"4/4/2014 0:00",35,1,24,17.70274,0.578926623510679,231.2,3.7,252.85,0.19,NA,NA,1.13599,4,0.352115776,"2014","4",1,NA,4,4,"","0",1,56.3269,38.62416,4,-1.66073120682165,1
"361",201417013,"4/7/2014 0:00",36,3,34,3.21868,0.456679514207327,240.1,4.6,255.45,0.19,106.8,13.72,1.168,1,0.085616438,"2014","4",1,NA,2,2,"","0",1,57.93624,54.71756,1,-1.66073120682165,2
"362",201417015,"4/7/2014 0:00",36,3,34,3.21868,0.456679514207327,238.7,4.6,253.5,0.19,107.3,13.83,1.28177,9,0.702154053,"2014","4",1,NA,2,4,"","0",1,57.93624,54.71756,9,-1.66073120682165,2
"363",201417017,"4/7/2014 0:00",36,3,34,3.21868,0.456679514207327,237.1,4.8,250.9,0.18,107.7,13.75,1.21422,3,0.247072194,"2014","4",1,NA,4,4,"","0",1,57.93624,54.71756,3,-1.71479842809193,1
"364",201417018,"4/7/2014 0:00",37,1,34,4.82802,0.470262526352144,233.3,4.9,246.35,0.18,101.9,13.14,1.08622,3,0.276187144,"2014","4",1,NA,4,4,"","0",1,59.54558,54.71756,3,-1.71479842809193,1
"365",201417021,"4/9/2014 0:00",38,1,39,-1.60934,0.415930477772877,1255,5.2,1430,1.13,NA,NA,1.18755,1,0.084206981,"2014","4",1,NA,4,4,"","0",1,61.15492,62.76426,1,0.122217632724249,1
"366",201417022,"4/9/2014 0:00",38,1,39,-1.60934,0.415930477772877,296.8,5.3,310.2,0.24,107.3,13.69,1.24088,4,0.322351879,"2014","4",1,NA,4,4,"","0",1,61.15492,62.76426,4,-1.42711635564015,1
"367",201417025,"4/14/2014 0:00",37,1,41,-6.43736,0.375181441338426,206.5,6.9,205.4,0.15,106.2,12.91,1.22666,7,0.570655275,"2014","4",1,NA,4,4,"","0",1,59.54558,65.98294,7,-1.89711998488588,1
"368",201417027,"4/14/2014 0:00",37,3,41,-6.43736,0.375181441338426,208.4,6.9,206.7,0.15,106.6,12.94,1.23555,7,0.56654931,"2014","4",1,NA,4,4,"","0",1,59.54558,65.98294,7,-1.89711998488588,1
"369",201417030,"4/14/2014 0:00",39,1,41,-3.21868,0.40234746562806,369.5,7.8,359.85,0.26,115.4,13.66,0.98311,3,0.305154052,"2014","4",1,NA,1,2,"","0",1,62.76426,65.98294,3,-1.34707364796661,2
"370",201417031,"4/16/2014 0:00",39,1,35,6.43736,0.483845538496961,192.8,7.8,186.55,0.14,113.1,13.4,1.12533,6,0.533176935,"2014","4",1,NA,2,2,"","0",1,62.76426,56.3269,6,-1.96611285637283,2
"371",201417033,"4/16/2014 0:00",39,1,35,6.43736,0.483845538496961,201.6,7.6,196.3,0.14,112.3,13.33,1.24977,11,0.88016195,"2014","4",1,NA,3,4,"","0",1,62.76426,56.3269,11,-1.96611285637283,2
"372",201417034,"4/16/2014 0:00",39,3,35,6.43736,0.483845538496961,195.3,7.9,188.5,0.14,107.1,12.67,1.08088,0,0,"2014","4",0,NA,4,4,"","0",0,62.76426,56.3269,0,-1.96611285637283,1
"373",201417035,"4/17/2014 0:00",38,3,32,9.65604,0.511011562786595,198.4,8.3,189.8,0.14,102.2,11.96,1.17511,1,0.085098416,"2014","4",1,NA,2,4,"","0",1,61.15492,51.49888,1,-1.96611285637283,2
"374",201417036,"4/17/2014 0:00",38,3,32,9.65604,0.511011562786595,198,8.2,189.15,0.14,97.4,11.45,1.152,0,0,"2014","4",0,NA,2,3,"","0",0,61.15492,51.49888,0,-1.96611285637283,2
"375",201417039,"4/17/2014 0:00",38,3,32,9.65604,0.511011562786595,201,8.7,189.8,0.14,103,11.89,1.16444,0,0,"2014","4",0,NA,4,4,"","0",0,61.15492,51.49888,0,-1.96611285637283,1
"376",201417040,"4/17/2014 0:00",37,3,32,8.0467,0.497428550641778,201.6,8.8,189.8,0.14,100.1,11.59,1.20888,12,0.992654358,"2014","4",1,NA,4,4,"","0",1,59.54558,51.49888,12,-1.96611285637283,1
"377",201417041,"4/21/2014 0:00",37,3,25,19.31208,0.592509635655496,198.6,9.6,183.3,0.13,89.5,10.19,1.19466,17,1.422999012,"2014","4",1,NA,2,2,"","0",1,59.54558,40.2335,17,-2.04022082852655,2
"378",201417043,"4/21/2014 0:00",37,3,25,19.31208,0.592509635655496,198.1,9.9,180.7,0.13,91.4,10.33,1.18577,0,0,"2014","4",0,NA,2,2,"","0",0,59.54558,40.2335,0,-2.04022082852655,2
"379",201417044,"4/21/2014 0:00",37,3,25,19.31208,0.592509635655496,192,9.9,175.5,0.13,106.5,12.02,1.17688,23,1.954319897,"2014","4",1,NA,2,4,"","0",1,59.54558,40.2335,23,-2.04022082852655,2
"380",201417045,"4/21/2014 0:00",39,3,25,22.53076,0.619675659945129,188.1,9.7,172.9,0.13,109.6,12.52,0.30577,0,0,"2014","4",0,NA,3,4,"","0",0,62.76426,40.2335,0,-2.04022082852655,2
"381",201417047,"4/22/2014 0:00",35,3,29,9.65604,0.511011562786595,201.6,10.1,183.3,0.14,95,10.66,0.36871,0,0,"2014","4",0,NA,2,2,"","0",0,56.3269,46.67086,0,-1.96611285637283,2
"382",201417048,"4/22/2014 0:00",35,3,29,9.65604,0.511011562786595,203.3,10.3,183.95,0.14,99.3,11.08,1.18577,0,0,"2014","4",0,NA,2,2,"","0",0,56.3269,46.67086,0,-1.96611285637283,2
"383",201417050,"4/22/2014 0:00",36,3,29,11.26538,0.524594574931411,199.3,10.5,179.4,0.13,94.3,10.53,1.11999,3,0.267859534,"2014","4",1,NA,2,2,"","0",1,57.93624,46.67086,3,-2.04022082852655,2
"384",201417052,"4/23/2014 0:00",37,3,31,9.65604,0.511011562786595,199,10.8,177.45,0.13,82.3,9.13,1.19466,0,0,"2014","4",0,NA,2,2,"","0",0,59.54558,49.88954,0,-2.04022082852655,2
"385",201417054,"4/23/2014 0:00",37,1,31,9.65604,0.511011562786595,198.5,11,176.15,0.13,86.6,9.54,1.25155,1,0.079900923,"2014","4",1,NA,2,2,"","0",1,59.54558,49.88954,1,-2.04022082852655,2
"386",201417055,"4/23/2014 0:00",36,1,31,8.0467,0.497428550641778,198.2,11,176.15,0.13,79,8.71,1.17333,4,0.340910059,"2014","4",1,NA,2,2,"","0",1,57.93624,49.88954,4,-2.04022082852655,2
"387",201417056,"4/24/2014 0:00",37,1,32,8.0467,0.497428550641778,210.8,10.5,189.15,0.14,94.1,10.41,1.056,1,0.09469697,"2014","4",1,NA,4,2,"","0",1,59.54558,51.49888,1,-1.96611285637283,1
"388",201417057,"4/24/2014 0:00",36,1,32,6.43736,0.483845538496961,208.2,10.6,186.55,0.14,88.2,9.8,1.21244,2,0.164956616,"2014","4",1,NA,1,2,"","0",1,57.93624,51.49888,2,-1.96611285637283,2
"389",201417058,"4/28/2014 0:00",38,3,36,3.21868,0.456679514207327,176.2,11.2,155.35,0.11,95.5,10.49,1.22311,4,0.327035181,"2014","4",1,NA,4,4,"","0",1,61.15492,57.93624,4,-2.20727491318972,1
"390",201417059,"4/28/2014 0:00",37,1,36,1.60934,0.443096502062511,182.6,11.6,159.9,0.12,106.6,11.62,1.28355,20,1.558178489,"2014","4",1,NA,4,4,"","0",1,59.54558,57.93624,20,-2.12026353620009,1
"391",201417061,"4/28/2014 0:00",38,3,36,3.21868,0.456679514207327,184.1,11.6,160.55,0.12,94.3,10.23,1.27111,0,0,"2014","4",0,NA,4,2,"","0",0,61.15492,57.93624,0,-2.12026353620009,1
"392",201417063,"4/29/2014 0:00",37,3,36,1.60934,0.443096502062511,179.3,11.7,156,0.11,93.6,10.12,1.23199,5,0.40584745,"2014","4",1,NA,4,4,"","0",1,59.54558,57.93624,5,-2.20727491318972,1
"393",201417065,"4/29/2014 0:00",36,3,36,0,0.429513489917694,263.4,11.8,228.8,0.17,99.4,10.79,1.16444,0,0,"2014","4",0,NA,4,2,"","0",0,57.93624,57.93624,0,-1.77195684193188,1
"394",201417067,"4/30/2014 0:00",37,3,36,1.60934,0.443096502062511,178.8,11.6,156,0.11,92.7,10.04,1.21422,16,1.317718371,"2014","4",1,NA,2,4,"","0",1,59.54558,57.93624,16,-2.20727491318972,2
"395",201417068,"4/30/2014 0:00",38,1,36,3.21868,0.456679514207327,176.8,11.5,154.7,0.11,91.3,9.92,1.34577,5,0.371534512,"2014","4",1,NA,2,4,"","0",1,61.15492,57.93624,5,-2.20727491318972,2
"396",201417070,"5/1/2014 0:00",35,3,34,1.60934,0.443096502062511,177.1,11.6,154.7,0.11,100.6,10.89,1.12355,1,0.089003605,"2014","5",1,NA,2,3,"","0",1,56.3269,54.71756,1,-2.20727491318972,2
"397",201417071,"5/1/2014 0:00",35,1,34,1.60934,0.443096502062511,175.5,11.4,154.05,0.11,90.6,9.84,1.20888,1,0.082721196,"2014","5",1,NA,2,4,"","0",1,56.3269,54.71756,1,-2.20727491318972,2
"398",201417073,"5/1/2014 0:00",36,3,34,3.21868,0.456679514207327,174.4,11.3,153.4,0.11,91.4,9.99,1.2,4,0.333333333,"2014","5",1,NA,4,4,"","0",1,57.93624,54.71756,4,-2.20727491318972,1
"399",201417075,"5/2/2014 0:00",35,3,30,8.0467,0.497428550641778,170.8,11.2,151.45,0.11,90.4,9.9,1.13777,0,0,"2014","5",0,NA,2,3,"","0",0,56.3269,48.2802,0,-2.20727491318972,2
"400",201417076,"5/2/2014 0:00",35,3,30,8.0467,0.497428550641778,169.1,10.9,150.15,0.11,111.6,12.23,1.13422,0,0,"2014","5",0,NA,2,3,"","0",0,56.3269,48.2802,0,-2.20727491318972,2
"401",201417078,"5/2/2014 0:00",36,1,30,9.65604,0.511011562786595,171,11.2,150.8,0.11,101.8,11.03,1.10577,2,0.180869439,"2014","5",1,NA,3,4,"","0",1,57.93624,48.2802,2,-2.20727491318972,2
"402",201417079,"5/2/2014 0:00",38,1,30,12.87472,0.538177587076228,169.2,11,150.15,0.11,93.7,10.29,1.26755,18,1.420062325,"2014","5",1,NA,4,4,"","0",1,61.15492,48.2802,18,-2.20727491318972,1
"403",201417081,"5/5/2014 0:00",36,1,28,12.87472,0.538177587076228,169.2,11.3,149.5,0.11,97.2,10.61,1.16444,3,0.257634571,"2014","5",1,NA,2,2,"","0",1,57.93624,45.06152,3,-2.20727491318972,2
"404",201417083,"5/5/2014 0:00",39,1,28,17.70274,0.578926623510679,166.5,11.3,146.25,0.11,98.4,10.73,1.18933,19,1.59753811,"2014","5",1,NA,2,3,"","0",1,62.76426,45.06152,19,-2.20727491318972,2
"405",201417085,"5/5/2014 0:00",38,3,28,16.0934,0.565343611365862,165.2,10.9,146.9,0.11,97.4,10.73,1.43288,9,0.628105633,"2014","5",1,NA,4,4,"","0",1,61.15492,45.06152,9,-2.20727491318972,1
"406",201417086,"5/6/2014 0:00",38,1,32,9.65604,0.511011562786595,170.3,11.6,148.85,0.11,110.7,12.04,1.16977,10,0.854868906,"2014","5",1,NA,2,2,"","0",1,61.15492,51.49888,10,-2.20727491318972,2
"407",201417087,"5/6/2014 0:00",39,1,32,11.26538,0.524594574931411,169.9,11.7,148.2,0.11,104.4,11.34,1.28,12,0.9375,"2014","5",1,NA,2,2,"","0",1,62.76426,51.49888,12,-2.20727491318972,2
"408",201417089,"5/6/2014 0:00",38,1,32,9.65604,0.511011562786595,172.5,12.3,148.2,0.11,114.8,12.26,1.20177,17,1.414580161,"2014","5",1,NA,2,1,"","0",1,61.15492,51.49888,17,-2.20727491318972,2
"409",201417090,"5/6/2014 0:00",39,1,32,11.26538,0.524594574931411,173,12.1,149.5,0.11,113,12.12,1.21244,25,2.061957705,"2014","5",1,NA,2,4,"","0",1,62.76426,51.49888,25,-2.20727491318972,2
"410",201517002,"3/30/2015 0:00",37,1,44,-11.26538,0.334432404903976,1982,1.9,2554,2.02,84.1,11.5,1.10933,0,0,"2015","3",0,NA,4,2,"","0",0,59.54558,70.81096,0,0.703097511413113,1
"411",201517003,"3/30/2015 0:00",36,3,44,-12.87472,0.320849392759159,7507,2.4,8586.5,7.47,84.3,10.86,1.23911,4,0.322812341,"2015","3",1,NA,2,2,"","0",1,57.93624,70.81096,4,2.01089499914473,2
"412",201517004,"3/30/2015 0:00",38,1,44,-9.65604,0.348015417048793,1888,2,2184,1.73,88.9,12.15,1.18044,0,0,"2015","3",0,NA,2,2,"","0",0,61.15492,70.81096,0,0.548121408509688,2
"413",201517005,"3/31/2015 0:00",37,3,51,-22.53076,0.239351319890258,9360,2.5,10731.5,9.38,87.3,11.31,1.27288,35,2.74967004,"2015","3",1,NA,4,4,"","0",1,59.54558,82.07634,35,2.23857976301813,1
"414",201517006,"3/31/2015 0:00",38,3,51,-20.92142,0.252934332035075,8395,2.5,9932,8.76,88,11.34,1.92533,28,1.454296147,"2015","3",1,NA,4,2,"","0",1,61.15492,82.07634,28,2.1701959049483,1
"415",201517007,"4/1/2015 0:00",36,3,53,-27.35878,0.198602283455808,9529,2.5,8229,8.47,88.3,11.53,1.16444,20,1.717563807,"2015","4",1,NA,4,1,"","0",1,57.93624,85.29502,20,2.13653050866396,1
"416",201517008,"4/1/2015 0:00",35,1,53,-28.96812,0.185019271310991,3708,2.3,4212,3.33,86,11.45,1.32622,0,0,"2015","4",0,NA,4,2,"","0",0,56.3269,85.29502,0,1.20297230399235,1
"417",201517009,"4/1/2015 0:00",36,1,53,-27.35878,0.198602283455808,9762,2.7,10705,9.43,85.8,10.86,1.20355,1,0.083087533,"2015","4",1,NA,1,2,"","0",1,57.93624,85.29502,1,2.24389609664537,2
"418",201517010,"4/2/2015 0:00",36,3,55,-30.57746,0.171436259166174,7901,2.8,8924.5,7.79,83.9,10.77,1.12888,0,0,"2015","4",0,NA,4,4,"","0",0,57.93624,88.5137,0,2.05284085988266,1
"419",201517011,"4/2/2015 0:00",35,3,55,-32.1868,0.157853247021357,10945,2.8,12356.5,11.15,75.3,9.41,1.16266,0,0,"2015","4",0,NA,4,4,"","0",0,56.3269,88.5137,0,2.41143949790613,1
"420",200917016,"4/1/2009 0:00",36,1,49,-20.92142,0.252934332035075,1880,5.9,1.95,1.57,100,12.4,1.12296,1,0.089050367,"2009","4",1,NA,2,4,"","0",1,57.93624,78.85766,1,0.451075619360217,2
"421",200917017,"4/1/2009 0:00",37,3,49,-19.31208,0.266517344179892,1650,5.9,1.7,1.28,99,12.3,1.10222,1,0.090725989,"2009","4",1,NA,4,4,"","0",1,59.54558,78.85766,1,0.246860077931526,1
"422",200917018,"4/2/2009 0:00",38,3,44,-9.65604,0.348015417048793,1182,6.1,1.2,0.93,100,12.2,1.07259,3,0.279696809,"2009","4",1,NA,2,2,"","0",1,61.15492,70.81096,3,-0.0725706928348354,2
"423",200917019,"4/2/2009 0:00",37,3,44,-11.26538,0.334432404903976,1732,6,1.74,1.38,102,12.5,1.79555,2,0.111386483,"2009","4",1,NA,2,2,"","0",1,59.54558,70.81096,2,0.322083499169113,2
"424",200917020,"4/6/2009 0:00",37,3,39,-3.21868,0.40234746562806,230.1,6.9,0.22,0.17,98,12,1.06666,1,0.093750586,"2009","4",1,NA,4,1,"","0",1,59.54558,62.76426,1,-1.77195684193188,1
"425",200917021,"4/6/2009 0:00",36,3,39,-4.82802,0.388764453483243,221.6,7,0.21,0.16,99,12.1,0.98666,3,0.304056108,"2009","4",1,NA,4,2,"","0",1,57.93624,62.76426,3,-1.83258146374831,1
"426",200917022,"4/7/2009 0:00",39,1,34,8.0467,0.497428550641778,218.6,7.3,0.21,0.16,101,12.1,1.07555,0,0,"2009","4",0,NA,4,2,"","0",0,62.76426,54.71756,0,-1.83258146374831,1
"427",200917023,"4/7/2009 0:00",39,1,34,8.0467,0.497428550641778,202.6,7.2,0.19,0.15,99,12,1.09037,0,0,"2009","4",0,NA,1,2,"","0",0,62.76426,54.71756,0,-1.89711998488588,2
"428",200917024,"4/7/2009 0:00",38,1,34,6.43736,0.483845538496961,200.5,7.3,0.19,0.15,95,11.3,1.06962,0,0,"2009","4",0,NA,2,2,"","0",0,61.15492,54.71756,0,-1.89711998488588,2
"429",200917025,"4/7/2009 0:00",37,1,34,4.82802,0.470262526352144,201.4,7.4,0.19,0.15,99,11.7,1.17925,2,0.169599322,"2009","4",1,NA,2,2,"","0",1,59.54558,54.71756,2,-1.89711998488588,2
"430",200917026,"4/8/2009 0:00",36,3,31,8.0467,0.497428550641778,203.6,7.2,0.2,0.15,106,12.9,1.11111,5,0.45000045,"2009","4",1,NA,4,1,"","0",1,57.93624,49.88954,5,-1.89711998488588,1
"431",200917027,"4/8/2009 0:00",36,3,31,8.0467,0.497428550641778,204.7,7.3,0.2,0.15,105,12.6,1.45185,5,0.344388194,"2009","4",1,NA,4,2,"","0",1,57.93624,49.88954,5,-1.89711998488588,1
"432",200917028,"4/8/2009 0:00",36,3,31,8.0467,0.497428550641778,208,7.3,0.2,0.15,107,12.8,1.31555,12,0.912166014,"2009","4",1,NA,2,2,"","0",1,57.93624,49.88954,12,-1.89711998488588,2
"433",200917029,"4/9/2009 0:00",35,3,30,8.0467,0.497428550641778,197.1,7.5,0.19,0.14,106,12.6,1.09925,5,0.454855583,"2009","4",1,NA,4,4,"","0",1,56.3269,48.2802,5,-1.96611285637283,1
"434",200917030,"4/9/2009 0:00",36,3,30,9.65604,0.511011562786595,200,7.2,0.19,0.15,105,12.6,1.49629,3,0.200495893,"2009","4",1,NA,4,4,"","0",1,57.93624,48.2802,3,-1.89711998488588,1
"435",200917031,"4/9/2009 0:00",36,3,30,9.65604,0.511011562786595,214.7,7.3,0.21,0.16,105,12.5,1.06962,0,0,"2009","4",0,NA,4,2,"","0",0,57.93624,48.2802,0,-1.83258146374831,1
"436",200917032,"4/10/2009 0:00",36,1,29,11.26538,0.524594574931411,192.8,7.6,0.18,0.14,104,12.5,1.20296,0,0,"2009","4",0,NA,3,4,"","0",0,57.93624,46.67086,0,-1.96611285637283,2
